party_id,country_name_short,country_name,election_date,vote_share,seats,party_name_short,party_name,party_name_english,country_id,election_id,party_name_ascii,family_name_short,family_name,family_id,most_recent_election_id,most_recent_election_date,most_recent_vote_share,most_recent_seats
1360,ISL,Iceland,1956-06-24,19.2,8.0,Ab,AlÃ¾Ã½Ã°ubandalagiÃ°,People's Alliance,56,665,Althydubandalagid,com,Communist/Socialist,14.0,,,,
53,ISL,Iceland,1971-06-13,8.9,5.0,Sfvm,SamtÃ¶k frjÃ¡lslyndra og vinstri manna,Union of Liberals and Leftist,56,225,Samtok frjalslyndra og vinstri manna,com,Communist/Socialist,14.0,,,,
988,ISL,Iceland,1983-04-23,7.3,4.0,BJ,Bandalag jafnaÃ°armanna,Alliance of Social Democrats ,56,114,Bandalag jafnadarmanna,soc,Social democracy,11.0,,,,
147,ISL,Iceland,1983-04-23,5.5,3.0,KL,Kvennalistinn,Women's Alliance,56,114,Kvennalistinn,eco,Green/Ecologist,19.0,,,,
828,ISL,Iceland,1987-04-25,10.9,7.0,Bf-87,Borgaraflokkurinn â€“ 1987,Citizens' Party -- 1987,56,673,Borgaraflokkurinn -- 1987,con,Conservative,26.0,,,,
817,ISL,Iceland,1987-04-25,1.2,1.0,Sjf,SamtÃ¶k um jatnrÃ©tti og fÃ©lagshyggju,Association for Equality and Justice,56,673,Samtok um jatnretti og felagshyggju,agr,Agrarian,2.0,,,,
205,ISL,Iceland,1995-04-08,7.2,4.0,Th-Ff,ÃžjÃ³Ã°vaki â€“ Fylking fÃ³lksins,People's Movement,56,82,Thjodvaki -- Fylking folksins,soc,Social democracy,11.0,,,,
1006,ISL,Iceland,1999-05-08,26.8,17.0,Sam,Samfylkingin,Social Democratic Alliance,56,592,Samfylkingin,soc,Social democracy,11.0,1021.0,2017-01-01 00:00:00,12.1,7.0
210,ISL,Iceland,1999-05-08,9.1,6.0,Graen,Vinstrihreyfingin â€“ grÃ¦nt framboÃ°,Left-Green Movement,56,592,Vinstrihreyfingin -- graent frambod,eco,Green/Ecologist,19.0,1021.0,2017-01-01 00:00:00,16.9,11.0
506,ISL,Iceland,1999-05-08,4.2,2.0,Ff,FrjÃ¡lslyndi flokkurinn,Liberal Party,56,592,Frjalslyndi flokkurinn,lib,Liberal,6.0,,,,
587,ISL,Iceland,2009-04-25,7.2,4.0,B-H,Borgarahreyfingin â€“ Hreyfingin,Civic Movement -- The Movement,56,36,Borgarahreyfingin -- Hreyfingin,lib,Liberal,6.0,,,,
2204,ISL,Iceland,2013-04-27,8.25,6.0,BF,BjÃ¶rt framtÃ­Ã°,Bright Future,56,798,Bjort framtid,lib,Liberal,6.0,,,,
2205,ISL,Iceland,2013-04-27,5.1,3.0,Pi,PÃ­rata,Pirate Party,56,798,Pirata,eco,Green/Ecologist,19.0,1021.0,2017-01-01 00:00:00,9.2,6.0
2633,ISL,Iceland,2016-10-29,10.18,7.0,V,ViÃ°reisn,Revival,56,1008,Vioreisn,con,Conservative,26.0,1021.0,2017-01-01 00:00:00,6.7,4.0
2655,ISL,Iceland,2017-01-01,10.9,7.0,M,MiÃ°flokkurinn,Centre Party,56,1021,Midflokkurinn,agr,Agrarian,2.0,1021.0,2017-01-01 00:00:00,10.9,7.0
2632,ISL,Iceland,2017-01-01,6.9,4.0,FlF,Flokkur fÃ³lksins,People's Party,56,1021,Flokkur folksins,com,Communist/Socialist,14.0,1021.0,2017-01-01 00:00:00,6.9,4.0
1828,ISR,Israel,1951-07-30,6.8,8.0,HHM,Hapoel HaMizrachi,Mizrachi Workers,34,705,Hapoel HaMizrachi,spec,Special issue,16.0,,,,
1829,ISR,Israel,1951-07-30,2.4,3.0,RDAY,Reshima Demokratit LeAravei Yisrael,Democratic List for Israeli Arabs,34,705,Reshima Demokratit LeAravei Yisrael,spec,Special issue,16.0,,,,
265,ISR,Israel,1951-07-30,2.0,3.0,AY,Agudat Yisrael,Union of Israel,34,705,Agudat Yisrael,spec,Special issue,16.0,,,,
1832,ISR,Israel,1951-07-30,1.6,2.0,PAY,Poalei Agudat Yisrael,Agudat Israel Workers,34,705,Poalei Agudat Yisrael,spec,Special issue,16.0,,,,
1833,ISR,Israel,1951-07-30,1.5,2.0,Mizrahi,HaMizrahi â€“ Merkaz Ruhani,Spiritual Centre,34,705,HaMizrahi -- Merkaz Ruhani,spec,Special issue,16.0,,,,
1834,ISR,Israel,1951-07-30,1.2,1.0,KiVe,Kidma Ve'avoda,Progress and Work,34,705,Kidma Ve'avoda,spec,Special issue,16.0,,,,
1835,ISR,Israel,1951-07-30,1.1,1.0,HU,Hakla'ut Ufituah,Agriculture and Development,34,705,Hakla'ut Ufituah,spec,Special issue,16.0,,,,
214,ISR,Israel,1955-07-26,9.1,11.0,Mafdal,Miflaga Datit Leumit,National Religious Party,34,706,Miflaga Datit Leumit,right,Right-wing,40.0,852.0,2015-03-17 00:00:00,6.74,8.0
1343,ISR,Israel,1955-07-26,8.2,10.0,AH,Ahdut HaAvoda,Labour Unity,34,706,Ahdut HaAvoda,soc,Social democracy,11.0,,,,
1837,ISR,Israel,1955-07-26,4.7,6.0,HDT,Hazit Datit Toratit,Religious Torah Front,34,706,Hazit Datit Toratit,spec,Special issue,16.0,,,,
1838,ISR,Israel,1959-11-03,1.3,2.0,KP,Kidma vePituah,Progress and Development,34,707,Kidma vePituah,spec,Special issue,16.0,,,,
1839,ISR,Israel,1959-11-03,1.1,2.0,SV,Shituf VeAhvah,Cooperation and Brotherhood,34,707,Shituf VeAahvah,spec,Special issue,16.0,,,,
765,ISR,Israel,1961-08-15,13.6,17.0,MiHal,Miflaga Haliberalit,Liberal Party,34,708,Miflaga Haliberalit,lib,Liberal,6.0,,,,
678,ISR,Israel,1965-11-01,21.3,26.0,L,Likud,The Consolidation,34,709,Likud,con,Conservative,26.0,852.0,2015-03-17 00:00:00,23.4,30.0
767,ISR,Israel,1965-11-01,7.9,10.0,Rafi,Reshimat Poalei Yisrael,Israeli Workers List,34,709,Reshimat Poalei Yisrael,soc,Social democracy,11.0,,,,
188,ISR,Israel,1965-11-01,3.8,5.0,LA,Libralim Atzma'im,Independent Liberals,34,709,Libralim Atzma'im,lib,Liberal,6.0,,,,
732,ISR,Israel,1965-11-01,2.3,3.0,R|H,Rakah | Hadash,New Communist List | Democratic Front,34,709,Rakah | Hadash,com,Communist/Socialist,14.0,,,,
938,ISR,Israel,1965-11-01,1.2,1.0,OZ-KH,HaOlam HaZeh â€“ Koah Hadash,This World -- New Force,34,709,HaOlam HaZeh -- Koah Hadash,com,Communist/Socialist,14.0,,,,
1841,ISR,Israel,1969-10-28,3.1,4.0,RM,Reshima Mamlakhtit,National List,34,710,Reshima Mamlakhtit,con,Conservative,26.0,,,,
1889,ISR,Israel,1969-10-28,1.2,2.0,MeHo,HaMerkaz HaHofshi,Free Centre,34,710,HaMerkaz HaHofshi,lib,Liberal,6.0,,,,
305,ISR,Israel,1973-12-31,2.2,3.0,Ratz,Hatnuah Lezhiot Ha'ezrach,Movement for Civil Rights and Peace,34,711,Hatnuah Lezhiot Ha'ezrach,soc,Social democracy,11.0,,,,
2357,ISR,Israel,1973-12-31,1.0,1.0,RALEV,Reshima Aravit LeBedouim VeKfariym,Arab List for Bedouin and Villagers,34,711,Reshima Aravit LeBedouim VeKfariym,spec,Special issue,16.0,,,,
1471,ISR,Israel,1977-05-17,11.6,15.0,TDL,Tnu'a Demokratit LeShinu,Democratic Movement for Change,34,712,Tnu'a Demokratit LeShinu,lib,Liberal,6.0,,,,
106,ISR,Israel,1977-05-17,1.9,2.0,Sh,Shlomtzion,Peace-Zion,34,712,Shlomtzion,con,Conservative,26.0,,,,
1845,ISR,Israel,1977-05-17,2.0,1.0,FS,Flatto-Sharon,Flatto-Sharon,34,712,Flatto-Sharon,right,Right-wing,40.0,,,,
2311,ISR,Israel,1977-05-17,1.4,1.0,RAM-77,Reshima Aravit Meuhedet â€“ 1977,United Arab List -- 1977,34,712,Reshima Aravit Meuhedet -- 1977,spec,Special issue,16.0,,,,
1660,ISR,Israel,1981-06-30,2.3,3.0,Tehiya,Tehiya,Revival,34,713,Tehiya,con,Conservative,26.0,,,,
588,ISR,Israel,1981-06-30,2.3,3.0,Tami,Tnu'at Masoret Yisrael,Movement for the Heritage of Israel,34,713,Tnu'at Masoret Yisrael,con,Conservative,26.0,,,,
61,ISR,Israel,1981-06-30,1.6,2.0,O,Ometz,Courage,34,713,Ometz,lib,Liberal,6.0,,,,
1850,ISR,Israel,1981-06-30,1.5,2.0,Shinui,Shinui,Change,34,713,Shinui,lib,Liberal,6.0,,,,
788,ISR,Israel,1984-07-23,3.1,4.0,Shas,Shomrei Sfarad,Sfarad's guards of the Torah,34,714,Shomrei Sfarad,con,Conservative,26.0,852.0,2015-03-17 00:00:00,5.74,7.0
1269,ISR,Israel,1984-07-23,2.2,3.0,Yahad,Yahad,Together,34,714,Yahad,lib,Liberal,6.0,,,,
390,ISR,Israel,1984-07-23,1.8,2.0,ReMiSh,HaReshima HaMitkademet LeShalom,Progressive List for Peace,34,714,HaReshima HaMitkademet LeShalom,com,Communist/Socialist,14.0,,,,
31,ISR,Israel,1984-07-23,1.6,2.0,Mo,Morasha,Heritage,34,714,Morasha,spec,Special issue,16.0,,,,
1969,ISR,Israel,1984-07-23,1.2,1.0,Kach,Kach,Thus,34,714,Kach,right,Right-wing,40.0,,,,
976,ISR,Israel,1988-11-01,2.0,2.0,Tzomet,Tzomet,Crossroads,34,715,Tzomet,right,Right-wing,40.0,,,,
980,ISR,Israel,1988-11-01,1.9,2.0,M,Moledet,Homeland,34,715,Moledet,con,Conservative,26.0,,,,
249,ISR,Israel,1988-11-01,1.5,2.0,DH,Degel HaTorah,Banner of the Torah,34,715,Degel HaTorah,con,Conservative,26.0,,,,
1150,ISR,Israel,1988-11-01,1.2,1.0,Mada,Miflaga Demokratit Aravit â€“ al-Hizb al-Dimuqrati al-Arabi,Arab Democratic Party,34,715,Miflaga Demokratit Aravit al-Hizb -- al-Dimuqrati al-Arabi,spec,Special issue,16.0,,,,
1419,ISR,Israel,1992-06-23,9.6,12.0,Meretz,Meretz,Energy,34,716,Meretz,soc,Social democracy,11.0,852.0,2015-03-17 00:00:00,3.93,5.0
1303,ISR,Israel,1992-06-23,3.3,4.0,YH,Yahadut HaTora HaMeuhedet,United Torah Judaism,34,716,Yahadut HaTora HaMeuhedet,con,Conservative,26.0,852.0,2015-03-17 00:00:00,4.99,6.0
277,ISR,Israel,1996-05-29,5.7,7.0,YBA,Yisrael Ba-Aliya,Israel for Immigration,34,717,Yisrael Ba-Aliya,lib,Liberal,6.0,,,,
1862,ISR,Israel,1996-05-29,,5.0,Gesher,Gesher,Bridge,34,717,Gesher,con,Conservative,26.0,,,,
279,ISR,Israel,1996-05-29,3.2,4.0,DS,HaDerekh HaShlishit,The Third Way,34,717,HaDerekh HaShlishit,lib,Liberal,6.0,,,,
1846,ISR,Israel,1996-05-29,2.9,4.0,Raam,al-QÄ'ima al-'Arabiyya al-Muwaá¸¥á¸¥ada,United Arab List,34,717,al-Qa'ima al-'Arabiyya al-Muwahhada,spec,Special issue,16.0,852.0,2015-03-17 00:00:00,10.61,13.0
1863,ISR,Israel,1999-05-17,5.0,6.0,MiHa,Mifleget Hamerkaz,Centre Party,34,718,Mifleget Hamerkaz,lib,Liberal,6.0,,,,
1816,ISR,Israel,1999-05-17,2.6,4.0,YB,Yisrael Beiteinu,Israel is Our Home,34,718,Yisrael Beiteinu,right,Right-wing,40.0,852.0,2015-03-17 00:00:00,5.1,6.0
1357,ISR,Israel,1999-05-17,3.0,3.0,HaLe,HaIhud HaLeumi,National Union,34,718,HaIhud HaLeumi--Tkuma,right,Right-wing,40.0,,,,
805,ISR,Israel,1999-05-17,1.9,2.0,Balad,Brit Le'umit Demokratit,National Democratic Assembly,34,718,Brit Le'umit Demokratit,spec,Special issue,16.0,,,,
615,ISR,Israel,1999-05-17,1.9,2.0,AE,Am Ehad,One Nation,34,718,Am Ehad,soc,Social democracy,11.0,,,,
2361,ISR,Israel,1999-05-17,,1.0,HeNaMo,Herut â€“ HaTnu'a HaLeumit,Herut -- The National Movement,34,718,Herut -- HaTnu'a HaLeumit,right,Right-wing,40.0,,,,
1870,ISR,Israel,2006-03-28,22.0,29.0,Kadima,Kadima,Forward,34,720,Kadima,lib,Liberal,6.0,,,,
1873,ISR,Israel,2006-03-28,5.9,7.0,Gil,Gimla'ey Israel,Pensioners of Israel,34,720,Gimla'ey Israel,spec,Special issue,16.0,,,,
2321,ISR,Israel,2013-01-22,14.33,19.0,YA,Yesh Atid,There is a Future,34,815,Yesh Atid,lib,Liberal,6.0,852.0,2015-03-17 00:00:00,8.82,11.0
2320,ISR,Israel,2013-01-22,4.99,6.0,Hat,Hatnuah,The Movement,34,815,Hatnuah,lib,Liberal,6.0,,,,
2410,ISR,Israel,2015-03-17,7.49,10.0,Kulanu,Kulanu,All of Us,34,852,Kulanu,lib,Liberal,6.0,852.0,2015-03-17 00:00:00,7.49,10.0
242,ITA,Italy,1948-04-18,7.07,33.0,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,26,467,Partito Socialista Democratico Italiano,soc,Social democracy,11.0,,,,
1713,ITA,Italy,1948-04-18,3.8,19.0,BN,Blocco Nazionale,National Bloc,26,467,,,,,,,,
831,ITA,Italy,1948-04-18,2.01,6.0,MSI,Movimento Sociale Italiano,Italian Social Movement,26,467,Movimento Sociale Italiano,right,Right-wing,40.0,,,,
1030,ITA,Italy,1948-04-18,0.47,3.0,SVP,SÃ¼dtiroler Volkspartei,South Tyrol Peoples Party,26,467,Suedtiroler Volkspartei,spec,Special issue,16.0,789.0,2013-02-25 00:00:00,0.43,5.0
487,ITA,Italy,1953-06-07,3.01,13.0,PLI,Partito Liberale Italiano,Italian Liberal Party,26,642,Partito Liberale Italiano,lib,Liberal,6.0,,,,
421,ITA,Italy,1958-05-25,2.6,14.0,PMP,Partito Monarchico Popolare,Popular Monarchist Party,26,507,Partito Monarchico Popolare,con,Conservative,26.0,,,,
974,ITA,Italy,1958-05-25,0.1,1.0,UV,Union ValdÃ´taine,Valdotanian Union,26,507,Union Valdotaine,spec,Special issue,16.0,,,,
1702,ITA,Italy,1963-04-28,1.8,8.0,PDIUM,Partito Democratico Italiano di UnitÃ  Monarchica,Italian Democratic Party of Monarchist Unity,26,380,Partito Democratico Italiano di Unita Monarchica,con,Conservative,26.0,,,,
1593,ITA,Italy,1968-05-19,4.5,23.0,PSIUP,Partito Socialista di UnitÃ  Proletaria,Socialist Party of Proletarian Unity,26,261,Partito Socialista di Unita Proletaria,com,Communist/Socialist,14.0,,,,
1424,ITA,Italy,1976-06-20,1.5,6.0,DP,Democrazia Proletaria,Proletarian Democracy,26,502,Democrazia Proletaria,com,Communist/Socialist,14.0,,,,
1296,ITA,Italy,1976-06-20,1.07,4.0,R,Radicali,Radicals,26,502,Radicali,soc,Social democracy,11.0,,,,
825,ITA,Italy,1976-06-20,0.07,1.0,etc,diversi,others,26,502,diversi,none,no family,12.0,,,,
968,ITA,Italy,1979-06-03,1.4,6.0,PdUP,Partito di UnitÃ  Proletaria,Proletarian Unity Party,26,604,Partito di Unita Proletaria,com,Communist/Socialist,14.0,,,,
55,ITA,Italy,1979-06-03,0.18,1.0,LT,Lista per Trieste,List for Trieste,26,604,Lista per Trieste,soc,Social democracy,11.0,,,,
1080,ITA,Italy,1983-06-26,0.34,1.0,LV,Liga Veneta,Venetian League,26,617,Liga Veneta,spec,Special issue,16.0,,,,
1304,ITA,Italy,1987-06-14,2.5,13.0,FdLV,Federazione delle Liste Verdi,Green Lists,26,17,Federazione delle Liste Verdi,eco,Green/Ecologist,19.0,,,,
1560,ITA,Italy,1987-06-14,0.48,1.0,LL,Liga Lombarda,Lombard League,26,17,Liga Lombarda,spec,Special issue,16.0,,,,
809,ITA,Italy,1992-04-05,16.1,107.0,DS,Democratici di Sinistra,Democrats of the Left,26,605,Democratici di Sinistra,soc,Social democracy,11.0,,,,
1436,ITA,Italy,1992-04-05,8.7,55.0,LN,Lega Nord,North League,26,605,Lega Nord,right,Right-wing,40.0,789.0,2013-02-25 00:00:00,4.08,18.0
1321,ITA,Italy,1992-04-05,5.6,35.0,PRC,Partito della Rifondazione Comunista,Communist Refoundation Party,26,605,Partito della Rifondazione Comunista,com,Communist/Socialist,14.0,,,,
910,ITA,Italy,1992-04-05,2.8,16.0,FdV,Federazione dei Verdi,Federation of the Greens,26,605,Federazione dei Verdi,eco,Green/Ecologist,19.0,,,,
366,ITA,Italy,1992-04-05,1.9,12.0,Rete,Movimento per la Democrazia â€“ La Rete,Movement for Democracy -- The Net,26,605,Movimento per la Democrazia -- La Rete,chr,Christian democracy,3.0,,,,
473,ITA,Italy,1992-04-05,0.39,1.0,Fed,Federalismo â€“ Europa dei Popoli,Federalism,26,605,Federalismo -- Europa dei Popoli,spec,Special issue,16.0,,,,
373,ITA,Italy,1994-03-27,,109.0,AN,Alleanza Nazionale,National Alliance,26,146,Alleanza Nazionale,con,Conservative,26.0,,,,
596,ITA,Italy,1994-03-27,,99.0,FI-PdL,Forza Italia â€“ Il Popolo della LibertÃ ,Go Italy -- The People of Freedom,26,146,Forza Italia -- Il Popolo della Liberta,con,Conservative,26.0,789.0,2013-02-25 00:00:00,21.56,97.0
142,ITA,Italy,1994-03-27,15.7,46.0,PPI,Partito Popolare Italiano,Italian People's Party,26,146,Partito Popolare Italiano,chr,Christian democracy,3.0,,,,
99,ITA,Italy,1994-03-27,,29.0,CCD,Centro Cristiano Democratico,Christian Democratic Centre,26,146,Centro Cristiano Democratico,chr,Christian democracy,3.0,,,,
896,ITA,Italy,1994-03-27,,18.0,AD,Alleanza Democratica,Democratic Alliance,26,146,Alleanza Democratica,chr,Christian democracy,3.0,,,,
1431,ITA,Italy,1994-03-27,,5.0,CS,Cristiano Sociali,Social Christians,26,146,Cristiano Sociali,chr,Christian democracy,3.0,,,,
397,ITA,Italy,1994-03-27,,4.0,UdCe,Unione Democratica di Centro,Democratic Union of the Centre,26,146,Unione Democratica di Centro,lib,Liberal,6.0,,,,
671,ITA,Italy,1994-03-27,,2.0,PLD,Polo Liberal-Democratico,Liberal Democratic Pole,26,146,Polo Liberal-Democratico,lib,Liberal,6.0,,,,
436,ITA,Italy,1994-03-27,0.2,1.0,LAM,Lega d'Azione Meridionale,Southern Action League,26,146,Lega d'Azione Meridionale,right,Right-wing,40.0,,,,
840,ITA,Italy,1996-04-21,,75.0,PpP,Popolari per Prodi,Popular Party for Prodi,26,551,Popolari per Prodi,chr,Christian democracy,3.0,,,,
627,ITA,Italy,1996-04-21,,30.0,CCD+CDU,Centro Cristiano Democratico  / Cristiani Democratici Uniti,Christian Democratic Centre / United Christian Democrats,26,551,Centro Cristiano Democratico  / Cristiani Democratici Uniti,chr,Christian democracy,3.0,,,,
350,ITA,Italy,1996-04-21,,26.0,DINI-RI,Lista Dini â€“ Rinnovamento Italiano,Dini List -- Italian Renewal,26,551,,,,,,,,
1005,ITA,Italy,2001-05-13,,80.0,DL-M,Democrazia Ã¨ LibertÃ  â€“ La Margherita,Democracy is Freedom -- The Daisy,26,498,Democrazia e Liberta -- La Margherita,lib,Liberal,6.0,,,,
1661,ITA,Italy,2001-05-13,,9.0,PdCI,Partito dei Comunisti Italiani,Party of the Italian Communists,26,498,Partito dei Comunisti Italiani,com,Communist/Socialist,14.0,,,,
1287,ITA,Italy,2001-05-13,,3.0,NPSI,Nuovo Partito Socialisti Italiani,New PSI,26,498,Nuovo Partito Socialisti Italiani,soc,Social democracy,11.0,,,,
1048,ITA,Italy,2006-04-09,30.43,220.0,CeS,Centro-sinistra,Centre Left,26,107,Centro-sinistra,soc,Social democracy,11.0,,,,
226,ITA,Italy,2006-04-09,6.75,39.0,UC,Unione / Centro,Union / Centre,26,107,Unione / Centro,chr,Christian democracy,3.0,789.0,2013-02-25 00:00:00,1.78,8.0
693,ITA,Italy,2006-04-09,2.31,17.0,IdV,Italia dei Valori,Italy of Values,26,107,Italia dei Valori,lib,Liberal,6.0,,,,
399,ITA,Italy,2006-04-09,1.39,10.0,UDEUR,Unione Democratici per l'Europa,Union of Democrats for Europe,26,107,Unione Democratici per l'Europa,chr,Christian democracy,3.0,,,,
1246,ITA,Italy,2006-04-09,1.08,6.0,LUP,L'Unione-Prodi,The Union-Prodi,26,107,L'Unione-Prodi,soc,Social democracy,11.0,,,,
52,ITA,Italy,2006-04-09,0.73,4.0,DCA,Democrazia Cristiana per le Autonomie,Christian Democracy for the Autonomies,26,107,Democrazia Cristiana per le Autonomie,chr,Christian democracy,3.0,,,,
1063,ITA,Italy,2006-04-09,0.09,1.0,ALD,Autonomie LibertÃ© DÃ©mocratie,Autonomy Liberty Democracy,26,107,Autonomie Liberte Democratie,lib,Liberal,6.0,,,,
927,ITA,Italy,2006-04-09,0.25,1.0,AIE,Associativo Italiani all'Estero,Associative Italians Abroad,26,107,Associativo Italiani all'Estero,spec,Special issue,16.0,,,,
382,ITA,Italy,2008-04-13,34.01,217.0,PD,Partito Democratico,Democratic Party,26,111,Partito Democratico,soc,Social democracy,11.0,789.0,2013-02-25 00:00:00,25.42,292.0
1040,ITA,Italy,2008-04-13,1.12,8.0,MpA,Movimento per l'Autonomia,Movement for Autonomy,26,111,Movimento per l'Autonomia,chr,Christian democracy,3.0,,,,
2155,ITA,Italy,2013-02-25,25.55,108.0,M5S,Movimento 5 Stelle,Five Star Movement,26,789,Movimento 5 Stelle,none,no family,12.0,789.0,2013-02-25 00:00:00,25.55,108.0
465,ITA,Italy,2013-02-25,3.2,37.0,SL,Sinistra (Ecologia) LibertÃ ,Left (Ecology) Freedom,26,789,Sinistra,com,Communist/Socialist,14.0,789.0,2013-02-25 00:00:00,3.2,37.0
2156,ITA,Italy,2013-02-25,8.3,37.0,SC,Scelta Civica,Civic Choice,26,789,Scelta Civica,lib,Liberal,6.0,789.0,2013-02-25 00:00:00,8.3,37.0
2154,ITA,Italy,2013-02-25,1.95,9.0,FdI-CN,Fratelli d'Italia â€“ Centrodestra Nazionale,Brothers of Italy -- National Centre-right,26,789,Fratelli dItalia -- Centrodestra Nazionale,con,Conservative,26.0,789.0,2013-02-25 00:00:00,1.95,9.0
2153,ITA,Italy,2013-02-25,0.49,6.0,CD,Centro Democratico, Democratic Centre,26,789,Centro Democratico,lib,Liberal,6.0,789.0,2013-02-25 00:00:00,0.49,6.0
1736,JPN,Japan,1949-01-23,2.0,7.0,LFP,RÅdÅnÅmintÅ,Labour Farmer Party,5,695,Rodonominto,com,Communist/Socialist,14.0,,,,
1737,JPN,Japan,1949-01-23,1.3,5.0,SRP,Yakaikakushintou zu,Social Reform Party,5,695,Yakaikakushintou zu,com,Communist/Socialist,14.0,,,,
1724,JPN,Japan,1952-10-01,11.4,57.0,RWSP,Uha Shakai TÃ´,Right Wing Socialist Party,5,694,Uha Shakai To,soc,Social democracy,11.0,,,,
1723,JPN,Japan,1952-10-01,9.9,54.0,LWSP,Saha Shakai TÃ´,Left Wing Socialist Party,5,694,Saha Shakai To,com,Communist/Socialist,14.0,,,,
1738,JPN,Japan,1952-10-01,1.1,2.0,CoP,Kyoudoutou,Cooperative Party,5,694,Kyoudoutou,soc,Social democracy,11.0,,,,
1755,JPN,Japan,1953-04-19,8.8,35.0,LP(H),Nihon JiyÅ«tÅ (Hatoyama),Liberal Party (Hatoyama),5,693,Nihon Jiyuto (Hatoyama),con,Conservative,26.0,,,,
1722,JPN,Japan,1955-02-27,36.6,185.0,JDP,Nihon MinshutÅ,Japan Democratic Party,5,692,Nihon Minshuto,con,Conservative,26.0,,,,
1193,JPN,Japan,1958-05-22,59.0,298.0,LDP,JiyÅ« MinshutÅ,Liberal Democratic Party,5,645,Jiyu Minshuto,con,Conservative,26.0,1022.0,2017-10-22 00:00:00,33.28,281.0
1053,JPN,Japan,1960-11-20,8.8,17.0,DSP,Minshu Shakai-tÅ,Democratic Socialist Party,5,345,Minshu Shakai-to,soc,Social democracy,11.0,,,,
837,JPN,Japan,1967-01-29,5.4,25.0,K,KÅmeitÅ,Komeito Party,5,367,Komeito,con,Conservative,26.0,1022.0,2017-10-22 00:00:00,12.51,29.0
170,JPN,Japan,1976-12-05,4.18,17.0,NLC,Shin-jiyÅ«-kurabu,New Liberal Club,5,53,Shin jiyu karuba,con,Conservative,26.0,,,,
86,JPN,Japan,1979-10-07,0.68,2.0,SDF,Shaminren,Socialist Democratic Federation,5,433,Shaminren,soc,Social democracy,11.0,,,,
547,JPN,Japan,1993-07-18,10.1,55.0,JRP,ShinseitÅ,Japan Renewal Party,5,57,Shinsei-to,con,Conservative,26.0,,,,
1327,JPN,Japan,1993-07-18,8.05,35.0,JNP,Nihon ShintÅ,Japan New Party,5,57,Nihon Shin-to,lib,Liberal,6.0,,,,
1146,JPN,Japan,1993-07-18,2.64,13.0,NPS,Shinto Sakigake,New Party Sakigake,5,57,Shinto Sakigake,con,Conservative,26.0,,,,
1136,JPN,Japan,1996-10-20,28.04,156.0,NFP,Shinshin-to,New Frontier Party,5,628,Shinshin-to,con,Conservative,26.0,,,,
163,JPN,Japan,1996-10-20,0.03,1.0,DRP,Min-kai-ren,Democratic Reform Party,5,628,Min-kai-ren,soc,Social democracy,11.0,,,,
462,JPN,Japan,2000-06-25,11.01,22.0,LP,JiyÅ«-tÅ,Liberal Party,5,237,Jiyu-to,con,Conservative,26.0,,,,
1382,JPN,Japan,2000-06-25,0.41,7.0,NCP,Hoshu ShintÅ,New Conservative Party,5,237,Hoshu Shinto,con,Conservative,26.0,,,,
695,JPN,Japan,2000-06-25,0.25,5.0,IC,Mushozoku-no-kai,Independent's Club,5,237,Mushozoku-no-kai,none,no family,12.0,,,,
1165,JPN,Japan,2000-06-25,1.1,1.0,LL,Jiyu Rengo,Liberal League,5,237,Jiyu Rengo,lib,Liberal,6.0,,,,
4,JPN,Japan,2005-09-11,1.74,4.0,PNP,Kokumin Shinto,People's New Party,5,554,Kokumin Shinto,con,Conservative,26.0,,,,
1175,JPN,Japan,2005-09-11,2.42,1.0,NPN,ShintÅ Nippon,New Party Nippon,5,554,Shinto Nippon,lib,Liberal,6.0,,,,
247,JPN,Japan,2005-09-11,0.64,1.0,NPD,ShintÅ Daichi,New Party Daichi,5,554,Shinto Daichi,lib,Liberal,6.0,,,,
1124,JPN,Japan,2009-08-30,4.27,5.0,YP,Minna no TÅ,Your Party,5,327,Minna no To,lib,Liberal,6.0,,,,
2136,JPN,Japan,2012-12-16,20.4,54.0,JReP,Nippon Ishin no Kai,Japan Restoration Party,5,788,Nippon Ishin no Kai,con,Conservative,26.0,1022.0,2017-10-22 00:00:00,6.07,11.0
2069,JPN,Japan,2012-12-16,5.69,9.0,PLFP,Kokumin no Seikatsu ga Daiichi | Seikatsu no TÅ,People's Life First Party,5,788,Kokumin no Seikatsu ga Daiichi | Seikatsu no To,con,Conservative,26.0,,,,
2404,JPN,Japan,2014-12-14,2.65,2.0,PFG,Jisedai No Tou,Party for Future Generations,5,850,Jisedai No Tou,right,Right-wing,40.0,,,,
2657,JPN,Japan,2017-10-22,19.88,54.0,KDP,Rikken MinshutÅ,Constitutional Democratic Party of Japan,5,1022,Rikken Minshuto,soc,Social democracy,11.0,1022.0,2017-10-22 00:00:00,19.88,54.0
2656,JPN,Japan,2017-10-22,17.36,50.0,PH,KibÅ no TÅ,Party of Hope,5,1022,Kibo no To,con,Conservative,26.0,1022.0,2017-10-22 00:00:00,17.36,50.0
519,LTU,Lithuania,1992-11-15,43.98,73.0,LDDP,Lietuvos demokratinÄ— darbo partija,Democratic Labour Party of Lithuania,15,439,Lietuvos demokratine darbo partija,soc,Social democracy,11.0,,,,
